Item_Identifier,Item_Weight,Item_Type,Item_MRP,Outlet_Identifier,Item_Visibility_sqrt,Item_Outlet_Sales_sqrt,Age_Outlet,Item_Fat_Content_Encoding,Item_Category_Food,Item_Category_Non-Consumable,Outlet_Category_Moderate Outlet,Outlet_Category_Old Outlet,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
FDD40,20.25,Dairy,193.6162,OUT027,0.121333091,72.07799526,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDW47,15,Breads,122.8414,OUT046,0.215349082,27.03790672,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDI45,13.1,Fruits and Vegetables,175.6054,OUT049,0.194009464,32.41346017,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDJ46,11.1,Snack Foods,174.0054,OUT018,0.212146247,45.83955497,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDD38,16.75,Canned,100.2674,OUT010,0.117095149,14.27356998,26,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDS37,7.655,Canned,117.2492,OUT045,0.178912417,49.32375898,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDY60,10.5,Baking Goods,145.2128,OUT045,0.16255591,61.14844888,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDP13,8.1,Canned,41.948,OUT018,0.367247508,14.13294025,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDM28,15.7,Frozen Foods,181.366,OUT045,0.212827463,44.46825834,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDY33,14.5,Snack Foods,159.7262,OUT017,0.312651462,75.68714026,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCM54,17.7,Household,125.5678,OUT013,0.225602903,37.40114704,37,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDK04,7.36,Frozen Foods,58.5588,OUT046,0.228718242,28.3129511,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
NCI42,18.75,Household,207.1954,OUT035,0.101801699,40.83090986,20,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDF45,18.2,Fruits and Vegetables,59.9904,OUT018,0.110699724,25.38689426,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDN56,5.46,Fruits and Vegetables,144.8786,OUT049,0.327450198,57.64553582,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDR56,15.5,Fruits and Vegetables,196.5768,OUT017,0.318332862,57.88182444,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDX40,12.85,Frozen Foods,39.3164,OUT046,0.314631751,23.25144297,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDB34,15.25,Snack Foods,86.0198,OUT017,0.163585846,44.78900981,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDY47,8.6,Breads,130.531,OUT045,0.233655638,36.03206905,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRB01,7.39,Soft Drinks,190.953,OUT013,0.286654752,49.66677964,37,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDR51,9.035,Meat,151.4708,OUT045,0.41691908,49.06661594,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDR48,11.65,Baking Goods,152.3024,OUT049,0.362916908,38.96182747,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDZ25,15.7,Canned,171.179,OUT013,0.166114611,43.21537921,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDJ04,18,Frozen Foods,120.3124,OUT045,0.353135158,52.20905285,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCG07,12.3,Household,190.853,OUT027,0.22857779,67.48386474,39,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDB52,17.75,Dairy,257.4672,OUT018,0.174812994,61.92744141,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDH14,17.1,Canned,142.0838,OUT045,0.216572117,50.28626453,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCY17,18.2,Health and Hygiene,43.0086,OUT046,0.40385163,27.53808635,27,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDX31,20.35,Fruits and Vegetables,234.4958,OUT045,0,37.44562458,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDN12,15.6,Baking Goods,112.3544,OUT046,0.284787516,31.72837216,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDG56,13.3,Fruits and Vegetables,59.7536,OUT018,0.267850012,30.31177989,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDP23,6.71,Breads,218.3166,OUT018,0.189028635,75.23716901,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDC47,15,Snack Foods,226.9694,OUT045,0.345154674,82.77126313,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDW25,5.175,Canned,86.8224,OUT027,0.192919276,38.06285328,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
NCR42,9.105,Household,33.89,OUT045,0.196366815,9.993497886,22,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRO59,11.8,Hard Drinks,75.4012,OUT049,0.232891494,31.41202954,25,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDT60,12,Baking Goods,124.5388,OUT018,0.275419792,41.63824204,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDE32,20.7,Fruits and Vegetables,37.8506,OUT018,0.221263492,16.2989018,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDF21,10.3,Fruits and Vegetables,191.553,OUT017,0.243228565,81.49450902,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDX04,19.6,Frozen Foods,46.0376,OUT013,0.203806187,22.96330987,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDC22,6.89,Snack Foods,193.482,OUT049,0,50.10055888,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDD39,16.7,Dairy,216.385,OUT045,0.265136144,60.65100988,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRC36,13,Soft Drinks,175.0054,OUT046,0.212096379,43.88803254,27,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
DRE01,10.1,Soft Drinks,241.7512,OUT046,0.408846179,73.01867158,27,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDP37,15.6,Breakfast,130.3994,OUT013,0.378136038,53.16941602,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
DRI01,7.97,Soft Drinks,173.7422,OUT045,0,52.52689978,22,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCE19,8.97,Household,54.5956,OUT019,0.403554944,14.77776708,39,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCS30,5.945,Household,128.9652,OUT017,0,42.52426131,17,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDX31,20.35,Fruits and Vegetables,234.4958,OUT018,0.122008188,57.19913636,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDH47,13.5,Starchy Foods,96.4068,OUT046,0.358909755,50.27302259,27,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDY11,6.71,Baking Goods,65.0142,OUT018,0.172281363,29.27259128,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDU23,12.15,Breads,166.0184,OUT010,0.190684756,18.17241866,26,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDO19,17.7,Fruits and Vegetables,50.5034,OUT013,0.128774349,38.18510181,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDP08,20.5,Fruits and Vegetables,193.9478,OUT013,0.335136541,66.75477062,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDX19,19.1,Fruits and Vegetables,235.1958,OUT013,0.310891163,68.3660442,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDJ28,12.3,Frozen Foods,191.2162,OUT017,0.148272179,43.865271,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDE29,8.905,Frozen Foods,62.0878,OUT049,0.378618082,17.40514292,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDC14,14.5,Canned,40.0454,OUT017,0.203672271,14.48195429,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDV44,8.365,Fruits and Vegetables,190.7188,OUT017,0.200174439,43.63700265,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCF43,8.51,Household,141.947,OUT017,0.228560134,44.76670638,17,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCY42,6.38,Household,144.047,OUT013,0.123085153,56.11803632,37,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
NCZ06,19.6,Household,253.8698,OUT027,0.306113835,57.42566848,39,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDB29,16.7,Frozen Foods,115.1176,OUT035,0.22891432,38.58404852,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDL28,10,Frozen Foods,231.7668,OUT013,0.251240884,21.46470591,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDF57,14.5,Fruits and Vegetables,168.6448,OUT045,0.242789388,53.82900333,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDE44,14.65,Fruits and Vegetables,50.3692,OUT013,0.413818107,24.3152298,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDU33,7.63,Snack Foods,45.3402,OUT027,0.366138534,30.31177989,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDA08,11.85,Fruits and Vegetables,163.8526,OUT017,0.224429174,42.53208906,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCC06,19,Household,127.1336,OUT046,0.164275278,53.03149253,27,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDO32,6.36,Fruits and Vegetables,45.806,OUT046,0.34719391,34.13429361,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDU39,18.85,Meat,58.4562,OUT046,0.189836646,26.66597832,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
NCK18,9.6,Household,165.9184,OUT018,0.082008463,54.51725598,15,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDI26,5.94,Canned,177.3344,OUT049,0.186925063,40.07380192,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DRE37,13.5,Soft Drinks,189.9872,OUT046,0.306952102,36.38145682,27,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
NCN26,10.85,Household,117.5808,OUT010,0.219098752,18.74946399,26,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDS16,15.15,Frozen Foods,147.376,OUT035,0.257224476,46.87365998,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDE40,15.6,Dairy,62.4194,OUT018,0,28.37167954,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDP03,5.15,Meat,122.9388,OUT017,0,45.883108,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDA27,20.35,Dairy,253.9672,OUT049,0.175999193,55.38958747,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDJ12,8.895,Baking Goods,208.8296,OUT049,0.197741784,73.49128928,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDT03,21.25,Meat,181.7608,OUT018,0.10019727,33.20489121,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDF50,4.905,Canned,195.7768,OUT035,0.342502796,54.37050671,20,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDC51,10.895,Dairy,124.173,OUT045,0.098190504,40.01560945,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCL55,12.15,Others,254.604,OUT019,0.336470676,27.55017241,39,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FDZ23,17.75,Baking Goods,185.224,OUT035,0.259788445,79.61416959,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDW24,6.8,Baking Goods,50.2034,OUT045,0.193837806,34.15379335,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDH21,10.395,Seafood,156.9604,OUT035,0.176689298,67.78902271,20,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCQ41,14.8,Health and Hygiene,193.5794,OUT010,0.180571817,19.75243782,26,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDH48,13.5,Baking Goods,84.554,OUT018,0,27.91032067,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDX11,16,Baking Goods,183.6634,OUT035,0.326698477,50.44489667,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDK33,17.85,Snack Foods,211.956,OUT013,0.105952348,66.88928165,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDV36,18.7,Baking Goods,127.102,OUT045,0.162343294,57.35025719,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCW41,18,Health and Hygiene,159.3604,OUT045,0.12442552,45.38705983,22,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDU32,8.785,Fruits and Vegetables,120.8414,OUT019,0.213227479,29.20427708,39,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FDE36,5.26,Baking Goods,162.7868,OUT045,0.20459008,65.25685251,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDO27,6.175,Meat,94.9752,OUT045,0,39.16635291,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDW27,5.86,Meat,156.6314,OUT045,0.388792031,57.07678512,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDJ48,11.3,Baking Goods,246.9118,OUT027,0.236984238,75.37420912,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDR11,10.5,Breads,161.1578,OUT013,0.377385225,42.01232914,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDV07,9.5,Fruits and Vegetables,110.3228,OUT018,0.177229732,52.56491225,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDO50,16.25,Canned,93.0804,OUT027,0.278908953,54.22336028,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDN04,11.8,Frozen Foods,178.2344,OUT017,0.119024111,53.43173589,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDZ08,12.5,Fruits and Vegetables,81.8592,OUT045,0.331987114,35.19073742,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDD05,19.35,Frozen Foods,119.3098,OUT018,0.129147756,43.91078227,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDV60,20.2,Baking Goods,195.011,OUT035,0.342547889,52.43809684,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCG30,20.2,Household,123.5046,OUT013,0.3350041,52.33642326,37,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDX37,16.2,Canned,100.57,OUT027,0.250447833,71.3678499,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDW24,6.8,Baking Goods,49.6034,OUT049,0.193792023,31.17800507,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DRM48,15.2,Soft Drinks,39.1848,OUT027,0.335186459,23.64893232,39,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDF46,7.07,Snack Foods,116.7834,OUT027,0.305315524,70.37674474,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
NCY54,8.43,Household,170.5422,OUT035,0.421498809,60.17712356,20,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDS35,9.3,Breads,64.6826,OUT017,0.334439277,27.83866376,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDB04,11.35,Dairy,88.3856,OUT035,0.251424641,36.3081809,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCK05,20.1,Health and Hygiene,59.3536,OUT017,0.279092037,30.31177989,17,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDT46,11.35,Snack Foods,49.0008,OUT010,0.2270789,10.0599006,26,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDP52,18.7,Frozen Foods,228.601,OUT027,0.265234617,85.73466044,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
NCR17,9.8,Health and Hygiene,117.5492,OUT017,0.156592589,37.28525714,17,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCN54,20.35,Household,76.3328,OUT017,0.146448291,36.2347568,17,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDX12,18.2,Baking Goods,241.2196,OUT035,0.161429728,80.66925809,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRL23,18.35,Hard Drinks,105.2938,OUT035,0.123698901,45.12961555,20,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRN47,12.1,Hard Drinks,179.866,OUT045,0,59.96098732,22,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDM25,10.695,Breakfast,174.0712,OUT013,0.246201653,49.60641894,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDF52,9.3,Frozen Foods,184.2292,OUT027,0.257798159,67.53317703,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDU21,11.8,Snack Foods,33.1558,OUT045,0.277265299,23.30864217,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDI15,13.8,Dairy,263.5884,OUT017,0.377030649,48.8353929,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDJ09,15,Snack Foods,46.4744,OUT018,0.242141911,23.30864217,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDW03,5.63,Meat,105.1306,OUT046,0.156656557,55.99926785,27,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDA07,7.55,Fruits and Vegetables,124.3072,OUT049,0.176047536,51.91491501,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDU39,18.85,Meat,57.3562,OUT017,0.190372784,31.73886261,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDI60,7.22,Baking Goods,61.951,OUT045,0.195956467,38.96182747,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDK33,17.85,Snack Foods,211.656,OUT045,0.106103888,50.56354418,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDN01,8.895,Breakfast,177.437,OUT049,0.269279288,59.40319857,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDV38,19.25,Dairy,54.6956,OUT013,0.318887364,12.79792171,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
NCV06,11.3,Household,194.2478,OUT013,0.258119823,52.08137095,37,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDQ34,10.85,Snack Foods,107.8622,OUT046,0.402793517,32.53647184,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
DRK37,5,Soft Drinks,189.853,OUT045,0,70.23943337,22,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCY53,20,Health and Hygiene,110.2544,OUT013,0,38.13275757,37,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDD53,16.2,Frozen Foods,43.7454,OUT027,0.209781665,25.90610739,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDV49,10,Canned,264.6226,OUT049,0.160833308,68.97685699,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDY36,12.3,Baking Goods,74.338,OUT019,0.128361283,12.10272697,39,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FDH34,8.63,Snack Foods,185.7582,OUT046,0.176338442,59.40880238,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
NCD07,9.1,Household,115.4518,OUT017,0,48.89670541,17,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDB51,6.92,Dairy,62.5852,OUT013,0.196015499,20.93075249,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
