,ID_store,Type,Weight_grams,Visibility_sqrt,Sales_sqrt,Store_Age,Minimal_Retail_Price,Fat_Content_Encoding
3941,OUT010,Fruits and Vegetables,20.35,0.157527852,21.61924143,26.0,234.0958,1.0
3942,OUT049,Baking Goods,16.0,0.32698326,68.74480635,25.0,183.5634,1.0
3943,OUT049,Health and Hygiene,18.0,0.0,57.6859463,25.0,158.0604,0.0
3944,OUT018,Frozen Foods,18.7,0.324198322,36.70938844,15.0,121.7072,0.0
3945,OUT027,Fruits and Vegetables,7.72,0.296541316,64.22329017,39.0,115.9466,1.0
3946,OUT046,Dairy,10.6,0.238318952,59.03780992,27.0,232.8642,0.0
3947,OUT017,Soft Drinks,5.655,0.419607596,41.82968324,17.0,144.0102,0.0
3948,OUT019,Dairy,8.775,0.438680351,11.48165493,39.0,43.9428,0.0
3949,OUT018,Breads,10.195,0.227753634,15.41721765,15.0,35.3558,0.0
3950,OUT010,Breakfast,8.06,0.189156488,26.32675065,26.0,230.2326,0.0
3951,OUT010,Fruits and Vegetables,16.35,0.32320875,15.02352156,26.0,227.1062,1.0
3952,OUT046,Fruits and Vegetables,6.46,0.221727051,43.53771469,27.0,146.9102,1.0
3953,OUT035,Household,13.5,0.269546617,63.20443022,20.0,157.792,0.0
3954,OUT045,Household,16.2,0.224594141,51.90208859,22.0,190.8162,0.0
3955,OUT018,Household,19.1,0.421891146,54.14348899,15.0,173.1422,0.0
3956,OUT027,Hard Drinks,18.35,0.0,56.69640553,39.0,188.1872,0.0
3957,OUT049,Frozen Foods,5.48,0.12301091,37.61415957,25.0,83.025,0.0
3958,OUT049,Fruits and Vegetables,6.055,0.176498482,45.67221694,25.0,158.7578,0.0
3959,OUT013,Health and Hygiene,9.6,0.156386691,56.59649989,37.0,186.6214,0.0
3960,OUT010,Soft Drinks,6.135,0.438794559,17.95124508,26.0,160.2236,0.0
3961,OUT046,Soft Drinks,8.43,0.131627239,34.38692775,27.0,197.9768,0.0
3962,OUT013,Soft Drinks,8.27,0.357521289,23.56432049,37.0,185.9924,1.0
3963,OUT049,Meat,10.195,0.111702784,28.02934177,25.0,197.111,1.0
3964,OUT018,Health and Hygiene,14.0,0.170236697,45.5773628,15.0,129.531,0.0
3965,OUT049,Hard Drinks,8.01,0.265248572,27.47757631,25.0,36.8532,0.0
3966,OUT046,Fruits and Vegetables,16.25,0.239574815,27.33180565,27.0,125.8046,0.0
3967,OUT035,Breads,13.35,0.219130012,59.02089122,20.0,219.6166,0.0
3968,OUT027,Canned,8.71,0.267966502,71.99018822,39.0,186.5924,1.0
3969,OUT046,Fruits and Vegetables,17.75,0.234677289,43.43819978,27.0,145.1444,0.0
3970,OUT013,Baking Goods,13.5,0.0,34.81028584,37.0,88.054,0.0
3971,OUT010,Meat,11.8,0.0,14.27356998,26.0,102.4674,1.0
3972,OUT049,Soft Drinks,5.78,0.120738126,43.53771469,25.0,147.2102,0.0
3973,OUT018,Breakfast,9.0,0.0,23.50774341,15.0,55.2614,1.0
3974,OUT046,Dairy,17.75,0.396019982,34.66654006,27.0,241.0538,1.0
3975,OUT013,Snack Foods,8.395,0.0,29.88039156,37.0,98.7042,0.0
3976,OUT027,Fruits and Vegetables,10.695,0.239817599,39.90731261,39.0,62.5536,0.0
3977,OUT018,Starchy Foods,12.85,0.0,61.60405831,15.0,253.004,0.0
3978,OUT049,Canned,8.5,0.313108452,29.71280532,25.0,51.5324,0.0
3979,OUT017,Fruits and Vegetables,14.0,0.0,80.44610618,17.0,216.9192,0.0
3980,OUT045,Hard Drinks,9.3,0.205857278,40.12361399,22.0,123.7388,0.0
3981,OUT046,Soft Drinks,15.85,0.328021156,24.20545393,27.0,58.7904,0.0
3982,OUT046,Dairy,10.8,0.287314977,67.83811318,27.0,193.7504,0.0
3983,OUT010,Meat,7.26,0.155377025,21.58842282,26.0,117.415,0.0
3984,OUT018,Dairy,18.7,0.240357708,24.32891695,15.0,85.3566,0.0
3985,OUT018,Dairy,16.0,0.239358578,67.08806153,15.0,224.3404,0.0
3986,OUT013,Household,8.895,0.353002671,65.19560721,37.0,113.1544,0.0
3987,OUT045,Canned,11.1,0.103262718,36.63676842,22.0,82.3908,0.0
3988,OUT018,Hard Drinks,18.85,0.302055379,35.75382497,15.0,128.9336,0.0
3989,OUT018,Hard Drinks,7.905,0.253624429,56.54353721,15.0,230.2694,0.0
3990,OUT046,Hard Drinks,14.7,0.144638097,54.95515262,27.0,143.8128,0.0
3991,OUT045,Fruits and Vegetables,12.6,0.204063551,31.30587165,22.0,121.1072,1.0
3992,OUT018,Snack Foods,16.0,0.416488705,54.40723114,15.0,157.6972,1.0
3993,OUT019,Dairy,13.8,0.497483759,23.02122499,39.0,263.1884,0.0
3994,OUT027,Frozen Foods,11.0,0.295671673,54.52336197,39.0,154.463,1.0
3995,OUT017,Snack Foods,13.35,0.196836496,55.66536805,17.0,239.3564,0.0
3996,OUT010,Dairy,20.1,0.353426987,10.51298245,26.0,109.6228,0.0
3997,OUT018,Fruits and Vegetables,8.185,0.216040492,24.3152298,15.0,48.4692,0.0
3998,OUT049,Household,9.195,0.219395969,23.00675988,25.0,107.7622,0.0
3999,OUT018,Fruits and Vegetables,19.1,0.196776147,79.57234444,15.0,210.8586,0.0
4000,OUT017,Snack Foods,12.85,0.349877036,26.51574627,17.0,42.9428,0.0
4001,OUT045,Health and Hygiene,11.15,0.179782113,36.27148742,22.0,165.6526,0.0
4002,OUT045,Snack Foods,9.8,0.161676851,44.13009177,22.0,216.785,0.0
4003,OUT046,Hard Drinks,10.195,0.0,42.55556368,27.0,114.086,0.0
4004,OUT027,Fruits and Vegetables,7.59,0.379919061,65.78525671,39.0,172.108,1.0
4005,OUT017,Canned,12.0,0.184842119,71.20907807,17.0,181.2976,0.0
4006,OUT019,Fruits and Vegetables,12.65,0.522697647,21.92504504,39.0,240.9538,1.0
4007,OUT049,Snack Foods,16.7,0.196438616,57.91057416,25.0,144.6102,1.0
4008,OUT046,Frozen Foods,17.1,0.18063253,40.50347146,27.0,148.7392,0.0
4009,OUT019,Baking Goods,15.1,0.364963498,9.480664534,39.0,91.083,0.0
4010,OUT046,Snack Foods,16.7,0.196286087,41.82968324,27.0,143.9102,1.0
4011,OUT017,Frozen Foods,19.35,0.129249511,58.08850489,17.0,120.8098,0.0
4012,OUT010,Snack Foods,19.2,0.24267975,13.43249046,26.0,178.9318,0.0
4013,OUT027,Canned,9.0,0.224178859,69.6970358,39.0,150.9024,1.0
4014,OUT046,Snack Foods,18.25,0.232882367,47.6345085,27.0,142.0154,0.0
4015,OUT017,Breads,16.75,0.360020499,37.49892798,17.0,86.1856,0.0
4016,OUT010,Frozen Foods,17.1,0.233693748,24.42451228,26.0,150.2392,0.0
4017,OUT045,Canned,13.0,0.173638109,23.22279053,22.0,61.422,1.0
4018,OUT045,Fruits and Vegetables,7.17,0.244640865,58.24874934,22.0,129.4968,1.0
4019,OUT010,Snack Foods,19.85,0.186928855,11.12828828,26.0,61.9194,1.0
4020,OUT019,Household,20.1,0.246317403,15.43879529,39.0,119.8782,0.0
4021,OUT045,Canned,4.615,0.319434334,50.62933932,22.0,231.93,1.0
4022,OUT018,Snack Foods,7.63,0.367775088,30.31177989,15.0,47.2402,1.0
4023,OUT013,Household,8.39,0.346982696,67.72023627,37.0,163.4868,0.0
4024,OUT017,Health and Hygiene,5.175,0.174720251,25.20264272,17.0,33.5874,0.0
4025,OUT013,Household,16.0,0.314727719,25.24223841,37.0,212.6902,0.0
4026,OUT019,Snack Foods,18.6,0.366830048,17.95124508,39.0,159.8236,0.0
4027,OUT027,Dairy,17.75,0.174035097,65.92679577,39.0,256.7672,0.0
4028,OUT027,Dairy,7.855,0.271224031,57.32122643,39.0,217.6482,1.0
4029,OUT018,Starchy Foods,9.5,0.221096933,51.17867915,15.0,185.7898,1.0
4030,OUT018,Fruits and Vegetables,10.895,0.189454857,36.3081809,15.0,131.3284,0.0
4031,OUT019,Meat,16.75,0.122470053,14.88997649,39.0,72.4038,1.0
4032,OUT046,Canned,17.2,0.109599594,67.99496452,27.0,163.1184,1.0
4033,OUT018,Fruits and Vegetables,19.85,0.214138444,42.0835835,15.0,127.102,0.0
4034,OUT010,Hard Drinks,6.385,0.374603938,10.38554765,26.0,109.1596,0.0
4035,OUT049,Hard Drinks,11.65,0.139292394,24.06752999,25.0,38.7164,0.0
4036,OUT035,Snack Foods,12.85,0.0,63.78117277,20.0,155.463,0.0
4037,OUT017,Frozen Foods,17.7,0.20668021,42.35954438,17.0,163.221,1.0
4038,OUT049,Breads,9.1,0.285997843,26.4654794,25.0,173.6054,1.0
4039,OUT045,Fruits and Vegetables,15.5,0.354884229,35.20965209,22.0,176.0028,1.0
4040,OUT017,Household,16.35,0.0,46.37385039,17.0,127.902,0.0
4041,OUT018,Snack Foods,10.695,0.107107427,22.74481479,15.0,75.2038,1.0
4042,OUT049,Fruits and Vegetables,16.6,0.321164534,47.31897505,25.0,117.2466,0.0
4043,OUT019,Starchy Foods,21.2,0.111030838,18.64262857,39.0,173.8738,1.0
4044,OUT018,Fruits and Vegetables,13.15,0.407471384,47.25561554,15.0,170.8764,1.0
4045,OUT017,Frozen Foods,11.5,0.205524086,55.58157968,17.0,194.982,1.0
4046,OUT027,Household,13.5,0.268918607,60.62355978,39.0,160.792,0.0
4047,OUT027,Baking Goods,6.78,0.373475959,50.16696124,39.0,94.312,1.0
4048,OUT035,Meat,5.63,0.156641744,45.72321074,20.0,106.1306,1.0
4049,OUT018,Canned,19.2,0.292055859,43.14599402,15.0,153.4314,1.0
4050,OUT027,Meat,14.8,0.283988882,78.19659328,39.0,189.9846,0.0
4051,OUT046,Frozen Foods,6.695,0.0,55.6294742,27.0,219.4456,0.0
4052,OUT046,Baking Goods,15.75,0.234372637,71.33985702,27.0,194.4452,0.0
4053,OUT049,Fruits and Vegetables,12.5,0.176346103,44.28070686,25.0,103.899,0.0
4054,OUT010,Meat,21.25,0.129367225,13.55584007,26.0,185.2608,0.0
4055,OUT027,Household,15.75,0.366631566,50.95704073,39.0,99.67,0.0
4056,OUT018,Household,18.85,0.410203067,41.82968324,15.0,195.5136,0.0
4057,OUT035,Household,20.1,0.18613454,36.20718437,20.0,120.6782,0.0
4058,OUT049,Health and Hygiene,11.395,0.14710431,52.04300529,25.0,150.1708,0.0
4059,OUT045,Breads,9.3,0.333835409,33.13463747,22.0,64.6826,0.0
4060,OUT027,Household,18.35,0.118136006,74.89569414,39.0,222.3746,0.0
4061,OUT010,Others,12.8,0.390355809,20.70688774,26.0,108.1938,0.0
4062,OUT013,Baking Goods,6.8,0.193560962,23.1222274,37.0,47.5034,0.0
4063,OUT027,Health and Hygiene,11.5,0.144486972,41.50210356,39.0,133.7942,0.0
4064,OUT045,Baking Goods,15.0,0.163997561,44.60280709,22.0,220.3456,1.0
4065,OUT017,Breads,19.85,0.28620993,42.96041899,17.0,167.6816,1.0
4066,OUT049,Hard Drinks,7.85,0.404021865,49.67348186,25.0,144.6444,0.0
4067,OUT018,Snack Foods,20.2,0.34892431,41.5421906,15.0,96.9752,1.0
4068,OUT045,Dairy,11.85,0.364608885,41.97269112,22.0,98.0726,0.0
4069,OUT046,Baking Goods,6.135,0.281651144,53.58726901,27.0,152.8366,1.0
4070,OUT013,Snack Foods,9.0,0.255333059,46.01351975,37.0,177.737,0.0
4071,OUT018,Snack Foods,17.5,0.162014215,61.7659615,15.0,255.1356,0.0
4072,OUT017,Frozen Foods,12.15,0.363210433,27.18525336,17.0,246.346,0.0
4073,OUT049,Frozen Foods,11.0,0.0,25.0170342,25.0,155.263,1.0
4074,OUT035,Frozen Foods,17.5,0.163907928,64.86798902,20.0,261.691,0.0
4075,OUT027,Fruits and Vegetables,8.77,0.215742865,69.48655697,39.0,172.0422,1.0
4076,OUT027,Dairy,20.7,0.303712608,49.49892928,39.0,75.867,0.0
4077,OUT017,Snack Foods,17.5,0.229653572,33.69256595,17.0,103.799,0.0
4078,OUT027,Snack Foods,18.5,0.0,40.73295472,39.0,119.8124,0.0
4079,OUT013,Dairy,10.6,0.23821977,62.85054813,37.0,233.6642,0.0
4080,OUT045,Frozen Foods,7.145,0.133502569,33.51424473,22.0,161.3578,0.0
4081,OUT027,Canned,11.6,0.132887426,76.59219151,39.0,175.9686,0.0
4082,OUT046,Baking Goods,20.7,0.281596289,41.06667018,27.0,97.2042,1.0
4083,OUT027,Starchy Foods,21.2,0.083707126,34.87716445,39.0,173.5738,1.0
4084,OUT045,Snack Foods,17.5,0.161849099,50.43169638,22.0,252.6356,0.0
4085,OUT049,Frozen Foods,17.7,0.206258294,46.04967969,25.0,161.921,1.0
4086,OUT035,Breads,8.6,0.233396997,32.22806231,20.0,131.031,1.0
4087,OUT049,Frozen Foods,9.5,0.0,62.57983381,25.0,228.4668,1.0
4088,OUT018,Meat,17.7,0.349817815,40.3717525,15.0,101.5674,1.0
4089,OUT017,Snack Foods,12.3,0.19273977,51.47055663,17.0,116.8834,0.0
4090,OUT010,Household,6.26,0.229333713,14.86760236,26.0,111.0228,0.0
4091,OUT018,Household,17.7,0.112220618,62.24379648,15.0,167.6474,0.0
4092,OUT018,Fruits and Vegetables,18.25,0.111018566,25.43929244,15.0,162.8894,0.0
4093,OUT018,Dairy,5.8,0.362614491,40.07380192,15.0,89.7172,0.0
4094,OUT017,Breads,14.5,0.253426102,84.05238724,17.0,262.7594,1.0
4095,OUT017,Starchy Foods,18.25,0.246149191,31.41202954,17.0,162.5526,0.0
4096,OUT045,Fruits and Vegetables,12.85,0.150498814,35.53902925,22.0,179.3318,0.0
4097,OUT035,Fruits and Vegetables,17.1,0.358315884,38.01909783,20.0,111.9886,0.0
4098,OUT049,Dairy,7.575,0.235533942,34.38692775,25.0,196.8768,0.0
4099,OUT013,Fruits and Vegetables,9.21,0.093581473,45.51157875,37.0,120.8414,0.0
4100,OUT013,Meat,11.3,0.085286757,71.70291207,37.0,196.6426,0.0
4101,OUT019,Dairy,10.8,0.380176554,23.98439493,39.0,190.6504,0.0
4102,OUT045,Fruits and Vegetables,13.6,0.20914992,33.23495449,22.0,157.7946,1.0
4103,OUT018,Baking Goods,20.85,0.249955906,38.7991469,15.0,87.2514,1.0
4104,OUT046,Meat,9.195,0.279393273,53.96488859,27.0,106.3596,1.0
4105,OUT027,Frozen Foods,17.5,0.163526044,74.31561747,39.0,261.291,0.0
4106,OUT049,Hard Drinks,15.75,0.375262464,52.68510416,25.0,252.9382,0.0
4107,OUT018,Canned,16.5,0.26154019,24.88360906,15.0,101.999,1.0
4108,OUT019,Fruits and Vegetables,7.52,0.0,16.03118211,39.0,126.6994,0.0
4109,OUT013,Others,20.5,0.152065578,47.92713219,37.0,154.634,0.0
4110,OUT018,Snack Foods,17.6,0.21782983,51.20469119,15.0,118.1782,1.0
4111,OUT018,Dairy,8.775,0.332203257,28.12419599,15.0,42.7428,0.0
4112,OUT035,Health and Hygiene,10.1,0.233710299,54.55388162,20.0,197.5084,0.0
4113,OUT045,Health and Hygiene,18.2,0.0,33.39483493,22.0,44.1086,0.0
4114,OUT013,Canned,8.975,0.095138357,17.59536871,37.0,103.099,1.0
4115,OUT027,Fruits and Vegetables,21.1,0.40090256,47.29786465,39.0,65.7168,1.0
4116,OUT013,Fruits and Vegetables,9.6,0.190407274,51.90850219,37.0,141.0154,0.0
4117,OUT010,Fruits and Vegetables,8.185,0.254606563,15.30887324,26.0,116.0808,0.0
4118,OUT018,Health and Hygiene,14.75,0.18172597,55.58756875,15.0,236.6906,0.0
4119,OUT045,Household,20.5,0.378911851,21.81850132,22.0,37.219,0.0
4120,OUT045,Snack Foods,14.65,0.315171726,32.81156199,22.0,51.3666,1.0
4121,OUT017,Canned,19.2,0.353202591,25.17621099,17.0,90.9488,0.0
4122,OUT049,Household,5.945,0.305238985,39.36981585,25.0,127.3652,0.0
4123,OUT035,Dairy,17.5,0.0868243,63.89589658,20.0,144.2102,1.0
4124,OUT017,Dairy,10.895,0.098368115,58.72685927,17.0,122.873,1.0
4125,OUT046,Starchy Foods,20.5,0.376553902,34.05618299,27.0,89.7172,0.0
4126,OUT027,Starchy Foods,16.7,0.233161661,30.96372071,39.0,63.8168,1.0
4127,OUT018,Canned,13.65,0.177688621,17.30924608,15.0,99.47,1.0
4128,OUT013,Health and Hygiene,15.7,0.2365242,49.28324665,37.0,150.6024,0.0
4129,OUT035,Frozen Foods,18.7,0.0,56.70814756,20.0,229.201,1.0
4130,OUT010,Soft Drinks,19.35,0.258518243,18.09899445,26.0,163.8868,1.0
4131,OUT049,Dairy,16.0,0.255274452,29.27259128,25.0,79.3986,1.0
4132,OUT013,Household,6.965,0.0,56.2957192,37.0,159.4604,0.0
4133,OUT045,Meat,11.395,0.26406116,37.49892798,22.0,233.9616,1.0
4134,OUT045,Household,7.5,0.310819546,27.28304235,22.0,56.9588,0.0
4135,OUT013,Soft Drinks,6.115,0.083895638,60.04420871,37.0,189.253,1.0
4136,OUT019,Dairy,8.945,0.391735501,16.21699726,39.0,264.091,1.0
4137,OUT045,Breads,14.8,0.209719966,54.46227134,22.0,110.657,1.0
4138,OUT035,Canned,8.71,0.373097956,19.58317645,20.0,46.1376,0.0
4139,OUT018,Frozen Foods,15.5,0.293572218,19.85330199,15.0,50.9692,1.0
4140,OUT035,Baking Goods,19.35,0.286794113,23.1222274,20.0,48.7034,1.0
4141,OUT027,Soft Drinks,7.97,0.185165086,70.71650302,39.0,173.1422,0.0
4142,OUT018,Frozen Foods,19.2,0.316989252,40.83906218,15.0,111.8886,0.0
4143,OUT049,Fruits and Vegetables,16.25,0.221476222,49.39120569,25.0,152.4682,1.0
4144,OUT013,Dairy,19.85,0.072324173,70.95618084,37.0,265.1884,0.0
4145,OUT035,Frozen Foods,13.65,0.283945822,45.69407839,20.0,259.6936,1.0
4146,OUT046,Soft Drinks,7.535,0.285985173,46.44558106,27.0,120.844,0.0
4147,OUT019,Frozen Foods,13.1,0.103029248,19.3437225,39.0,185.1898,0.0
4148,OUT027,Snack Foods,13.3,0.097646085,34.66654006,39.0,64.551,0.0
4149,OUT046,Snack Foods,5.59,0.237913467,41.5421906,27.0,63.2168,1.0
4150,OUT035,Fruits and Vegetables,11.0,0.238846721,83.83426984,20.0,240.4512,1.0
4151,OUT049,Seafood,19.85,0.232614789,44.39333283,25.0,195.0768,0.0
4152,OUT045,Meat,17.6,0.241265578,72.62552995,22.0,153.6314,0.0
4153,OUT010,Baking Goods,6.215,0.288195342,15.02352156,26.0,224.4062,1.0
4154,OUT018,Frozen Foods,15.1,0.141475761,42.63371905,15.0,128.831,1.0
4155,OUT013,Dairy,13.35,0.32004093,75.66954473,37.0,230.6352,0.0
4156,OUT049,Starchy Foods,9.5,0.220819435,72.37758216,25.0,186.5898,1.0
4157,OUT035,Frozen Foods,11.8,0.0,46.27324065,20.0,179.2344,1.0
4158,OUT035,Frozen Foods,17.6,0.237236751,28.23052603,20.0,40.3454,0.0
4159,OUT010,Dairy,19.85,0.093608525,16.2784643,26.0,266.6884,0.0
4160,OUT049,Frozen Foods,13.35,0.373723459,44.0319157,25.0,147.6392,0.0
4161,OUT017,Hard Drinks,18.85,0.37144716,38.00158155,17.0,158.4578,0.0
4162,OUT046,Snack Foods,17.5,0.0,54.70622451,27.0,102.999,0.0
4163,OUT017,Snack Foods,20.2,0.349199225,33.91905659,17.0,95.3752,1.0
4164,OUT049,Household,5.88,0.157879742,38.61854477,25.0,149.9392,0.0
4165,OUT027,Snack Foods,17.6,0.197564994,41.68618476,39.0,95.641,1.0
4166,OUT017,Canned,15.85,0.370499663,43.63700265,17.0,94.4094,0.0
4167,OUT045,Frozen Foods,5.985,0.309821888,22.55374027,22.0,127.3678,0.0
4168,OUT017,Canned,18.85,0.377416752,66.30945031,17.0,170.4132,0.0
4169,OUT049,Hard Drinks,18.85,0.370688894,40.05718412,25.0,161.7578,0.0
4170,OUT017,Snack Foods,7.51,0.323110257,29.91379615,17.0,113.5544,0.0
4171,OUT035,Household,16.2,0.0,57.19331604,20.0,190.8162,0.0
4172,OUT018,Household,17.6,0.125502777,40.3717525,15.0,182.5976,0.0
4173,OUT013,Household,8.97,0.304856058,27.64667069,37.0,54.6956,0.0
4174,OUT013,Baking Goods,7.22,0.195676595,11.24731079,37.0,64.751,1.0
4175,OUT019,Snack Foods,15.0,0.456247911,15.11189598,39.0,228.1694,0.0
4176,OUT017,Canned,8.71,0.349193665,51.26966354,17.0,94.4778,0.0
4177,OUT018,Starchy Foods,17.7,0.36830191,59.30223942,15.0,186.0924,1.0
4178,OUT045,Breads,15.85,0.263136248,25.55679557,22.0,217.5166,0.0
4179,OUT017,Fruits and Vegetables,6.055,0.176859521,49.05983082,17.0,160.3578,0.0
4180,OUT027,Baking Goods,19.35,0.286125916,32.69976758,39.0,46.8034,1.0
4181,OUT049,Canned,19.25,0.186423405,44.45328334,25.0,141.5496,1.0
4182,OUT045,Snack Foods,16.5,0.16874967,36.98944444,22.0,91.0146,0.0
4183,OUT046,Dairy,13.5,0.260523323,18.8556941,27.0,57.8562,1.0
4184,OUT019,Meat,9.8,0.162544089,31.64432335,39.0,250.9408,1.0
4185,OUT045,Breakfast,7.865,0.247352993,40.55275576,22.0,164.5526,0.0
4186,OUT049,Health and Hygiene,10.6,0.187743554,40.23960238,25.0,84.7224,0.0
4187,OUT027,Dairy,12.87542024,0.172458894,58.76652619,39.0,88.9514,1.0
4188,OUT035,Frozen Foods,16.2,0.35832666,37.56988155,20.0,178.337,1.0
4189,OUT049,Fruits and Vegetables,14.5,0.242732042,56.90739144,25.0,169.7448,1.0
4190,OUT013,Household,7.235,0.277113101,48.13505999,37.0,116.4492,0.0
4191,OUT035,Hard Drinks,16.75,0.14567125,35.21910561,20.0,55.1298,0.0
4192,OUT019,Baking Goods,5.425,0.447690071,16.2989018,39.0,88.8514,1.0
4193,OUT027,Soft Drinks,6.135,0.280338419,52.11970836,39.0,113.286,0.0
4194,OUT035,Canned,14.0,0.176809454,25.28177209,20.0,52.564,1.0
4195,OUT046,Dairy,19.85,0.072354288,51.477024,27.0,265.8884,0.0
4196,OUT017,Frozen Foods,10.895,0.164414732,29.19287584,17.0,106.328,0.0
4197,OUT010,Baking Goods,5.635,0.415760411,21.19941037,26.0,148.205,0.0
4198,OUT017,Snack Foods,10.65,0.292604711,47.99654154,17.0,229.3668,1.0
4199,OUT010,Baking Goods,15.1,0.356839973,9.480664534,26.0,88.283,0.0
4200,OUT046,Household,16.5,0.191419949,35.53902925,27.0,178.7318,0.0
4201,OUT045,Canned,13.35,0.121064297,47.72527423,22.0,208.5638,1.0
4202,OUT013,Meat,12.15,0.194588936,17.96978019,37.0,63.0826,0.0
4203,OUT049,Snack Foods,13.65,0.189780449,35.99509411,25.0,186.3924,0.0
4204,OUT049,Seafood,20.75,0.359914823,48.95794113,25.0,240.288,1.0
4205,OUT013,Fruits and Vegetables,19.1,0.19629485,74.07782124,37.0,210.6586,0.0
4206,OUT045,Dairy,17.25,0.0,68.10259026,22.0,171.5764,0.0
4207,OUT027,Soft Drinks,8.85,0.33484229,44.51315311,39.0,123.0388,1.0
4208,OUT027,Fruits and Vegetables,11.8,0.0,29.54426848,39.0,45.9402,0.0
4209,OUT013,Snack Foods,10.195,0.204713004,13.25787313,37.0,43.8428,0.0
4210,OUT013,Household,16.6,0.166000744,44.30325496,37.0,176.6344,0.0
4211,OUT013,Meat,17.6,0.275787027,45.00403982,37.0,111.8202,1.0
4212,OUT046,Fruits and Vegetables,8.185,0.196796994,43.30003233,27.0,117.1808,0.0
4213,OUT045,Frozen Foods,13.65,0.284260477,48.46588904,22.0,261.1936,1.0
4214,OUT049,Dairy,10.6,0.23850414,54.96120996,25.0,231.9642,0.0
4215,OUT017,Fruits and Vegetables,10.8,0.223607372,68.22956544,17.0,243.9144,0.0
4216,OUT046,Canned,15.2,0.145628016,41.79783726,27.0,219.4824,0.0
4217,OUT045,Hard Drinks,8.895,0.0,53.03149253,22.0,232.9616,0.0
4218,OUT035,Soft Drinks,11.8,0.336612231,43.02236628,20.0,187.0924,0.0
4219,OUT010,Snack Foods,7.63,0.474843688,6.777920035,26.0,45.1402,1.0
4220,OUT017,Breads,6.55,0.186547793,39.63947527,17.0,157.5288,1.0
4221,OUT013,Snack Foods,16.85,0.373231341,52.75456378,37.0,144.976,0.0
4222,OUT027,Fruits and Vegetables,16.25,0.160038583,56.57296704,39.0,168.2474,0.0
4223,OUT017,Household,7.235,0.27801143,48.13505999,17.0,116.9492,0.0
4224,OUT035,Dairy,19.25,0.318989968,22.16665063,20.0,55.1956,0.0
4225,OUT010,Breakfast,13.85,0.307027258,15.26532017,26.0,233.93,1.0
4226,OUT013,Fruits and Vegetables,18.1,0.149602647,21.81850132,37.0,93.6094,0.0
4227,OUT013,Snack Foods,18.6,0.125525177,56.3370979,37.0,153.1366,0.0
4228,OUT010,Dairy,6.615,0.395358044,28.12419599,26.0,196.3426,0.0
4229,OUT010,Frozen Foods,15.6,0.442367272,12.37473232,26.0,77.367,0.0
4230,OUT045,Hard Drinks,18.85,0.370776469,58.04837465,22.0,158.6578,0.0
4231,OUT035,Snack Foods,7.235,0.0,48.46588904,20.0,197.2452,0.0
4232,OUT046,Meat,7.825,0.282185418,44.74439183,27.0,63.4826,0.0
4233,OUT027,Household,7.285,0.176070384,45.83955497,39.0,177.0054,0.0
4234,OUT035,Canned,19.7,0.127289363,58.13433409,20.0,188.2556,1.0
4235,OUT035,Dairy,12.6,0.155531849,22.22664167,20.0,34.4874,0.0
4236,OUT045,Snack Foods,10.65,0.292076379,75.88919554,22.0,230.2668,1.0
4237,OUT035,Meat,16.75,0.09254688,37.47228576,20.0,73.2038,1.0
4238,OUT018,Dairy,13.8,0.312181811,31.91667276,15.0,55.393,0.0
4239,OUT013,Household,9.6,0.172102304,24.99040616,37.0,43.6086,0.0
4240,OUT046,Others,13.1,0.0,38.96182747,27.0,189.253,0.0
4241,OUT045,Soft Drinks,14.6,0.388423568,37.14212703,22.0,47.5692,0.0
4242,OUT018,Snack Foods,6.67,0.300523759,34.35787246,15.0,130.5626,1.0
4243,OUT046,Fruits and Vegetables,15.7,0.137587616,29.28396148,27.0,59.4536,1.0
4244,OUT013,Others,17.75,0.333480139,31.34837795,37.0,107.7912,0.0
4245,OUT013,Snack Foods,20.2,0.348070871,30.96372071,37.0,97.3752,1.0
4246,OUT017,Snack Foods,10.85,0.403931092,41.15574322,17.0,107.4622,0.0
4247,OUT049,Household,20.25,0.384920205,43.30003233,25.0,232.7616,0.0
4248,OUT027,Snack Foods,16.5,0.168170143,60.40350983,39.0,90.2146,0.0
4249,OUT046,Meat,5.86,0.388398388,44.90777438,27.0,156.0314,1.0
4250,OUT017,Frozen Foods,6.115,0.106945322,36.85419922,17.0,92.4488,1.0
4251,OUT046,Meat,19.7,0.134256356,32.12460116,27.0,104.499,1.0
4252,OUT035,Others,9.8,0.300746628,27.83866376,20.0,194.5478,0.0
4253,OUT046,Fruits and Vegetables,12.5,0.285924396,35.60453904,27.0,89.0488,1.0
4254,OUT010,Meat,19.35,0.331161136,25.90610739,26.0,166.0816,1.0
4255,OUT046,Health and Hygiene,16.75,0.275201056,17.9882962,27.0,34.5532,0.0
4256,OUT046,Others,19.1,0.303179462,42.86733022,27.0,182.7608,0.0
4257,OUT010,Fruits and Vegetables,21.35,0.360731708,13.79923186,26.0,96.2094,0.0
4258,OUT013,Canned,19.5,0.287199436,53.53132914,37.0,179.2002,0.0
4259,OUT046,Breads,6.575,0.27478675,39.95733224,27.0,146.4444,1.0
4260,OUT017,Snack Foods,6.67,0.352316273,46.10025596,17.0,88.9514,1.0
4261,OUT049,Baking Goods,12.3,0.097083253,39.2173176,25.0,74.838,0.0
